ausreisen,to leave the country,,,
backen,to bake,,,
bleiben,to stay,,,
dauern,to last,,,
fallen,to fall,,,
korrigieren,to correct,,,
lachen,to laugh,,,
mitbringen,to bring along,,,
passieren,to happen,,,
putzen,to clean,,,
renovieren,to redecorate,,,
rufen,to call,,,
singen,to sing,,,
wegbringen,to carry/to take away,,,
überlegen,to think,,,
wählen,to dial,,,
ziehen,to move,,,
