beraten,to advise,,,
bieten,to offer,,,
dabeihaben ,to have something with oneself ,,,
erfinden,to make up,,,
nachschlagen,to look up (dictionary),,,
pflegen,to maintain/keep up (computer language),,,
reagieren,to react,,,
reparieren,to repain,,,
verbinden,to connect,,,
wechseln,to change,,,
zusammenarbeiten,to work together,,,
