angenehm,pleasant,,,
arbeitslos,unemployed,,,
anstrengend,strenuous,,,
beruflich,job related,,,
freundlich,friendly,,,
jung,young,,,
selbstständig,independent,,,
sicher,"safe, secure",,,
üblich,customary,,,
zentral,central,,,
zuverlässig,reliable,,,
