aussehen,to look like,,,
besuchen,to visit,,,
erziehen,to raise (children),,,
feiern,to celebrate,,,
freuen,to be pleased,,,
gratulieren,to congratualte,,,
heiraten,to get married,,,
leben,to live,,,
studieren,to study,,,
tanzen,to dance,,,
